,name,price,rating,features
770,Imoo Watch Phone Z1,"₹8,999",50,"Wi-Fi, Bluetooth, GPS, 3G, 4G, Voice Calling, 8 GB Inbuilt, 1.3 inches Touch Display, Water Resistant, 20 m, IPX8, Pedometer, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
771,Dizo Watch D Pro,"₹1,489",,"Bluetooth 5.3, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
772,Maxima Max Pro Shogun Smartwatch,"₹1,899",,"Bluetooth 5.1, Bluetooth Calling, 1.85 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 19 g Weight"
773,beatXP Marv Super Smartwatch,"₹2,499",,"Bluetooth 5.1, Bluetooth Calling, 2 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
774,Fire Boltt Ninja Calling Pro Plus Smartwatch,"₹1,199",,"Bluetooth 5.0, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
775,Fire Boltt Epic Plus Smartwatch,"₹1,009",,"Bluetooth 5.0, 1.83 inches Touch Display, Water Resistant, 1 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
776,Sekyo S1 Smartwatch,"₹2,869",,"Bluetooth, GPS, 3G, 4G, Voice Calling, 1.4 inches Touch Display, Alarm Clock, Stopwatch, Reminder, Timer, 1.4 inches, 240 x 240 pixels, Touch Screen, Color, 3G, 4G, Bluetooth"
777,beatXP Exact Smartwatch,"₹5,499",,"Bluetooth 5.0, 1.32 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
778,boAt Wave Arcade Smartwatch,"₹1,799",,"Bluetooth 5.0, Bluetooth Calling, 1.8 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
779,Noise ColorFit Pro 4 Alpha Smartwatch,"₹1,699",52,"Bluetooth 5.3, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
780,Fire Boltt Tank Smartwatch,"₹1,249",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
781,Noise ColorFit Icon 3 Smartwatch,₹999,,"Bluetooth 5.1, Bluetooth Calling, 1.91 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
782,Ambrane Wise Glaze Smartwatch,"₹1,799",,"Bluetooth, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Step Count, 7 days Battery"
783,pTron Force X11P Smartwatch,"₹1,888",,"Bluetooth 5.0, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count"
784,Maxima Max Pro Brave Smartwatch,"₹2,499",,"Bluetooth 5.0, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 10 days Battery"
785,Boult Dive Plus Smartwatch,"₹1,299",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Step Count"
786,Mivi Model E Smartwatch,"₹1,139",,"Bluetooth 5.1, 1.69 inches Touch Display, Water Resistant, 1.5 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
787,Alt OG Max Smartwatch,₹999,,"Bluetooth, Bluetooth Calling, 1.8 inches Touch Display, Water Resistant, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Calorie Count, Step Count"
788,IZI Prime Smartwatch,"₹2,732",,"Bluetooth, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Step Count"
789,Alt Lit Smartwatch,₹949,,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Calorie Count, Step Count"
790,Hungama HiLife G1 Smartwatch,"₹2,799",,"Bluetooth, Bluetooth Calling, 1.75 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor"
791,Noise ColorFit Victor Smartwatch,₹974,,"Bluetooth 5.3, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
792,Noise ColorFit Icon 2 Vista Smartwatch,"₹1,099",50,"Bluetooth 5.1, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
793,Vibez Xena VBSWW126 Smartwatch,"₹2,999",,"Bluetooth, Bluetooth Calling, Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
794,Crossbeats Ignite Grit Smartwatch,"₹2,029",,"Bluetooth 5.1, Bluetooth Calling, 1.72 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Step Count, 15 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
795,Crossbeats Ignite Crux Smartwatch,₹909,,"Bluetooth, Bluetooth Calling, 1.7 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, 10 days Battery, Alarm Clock, Stopwatch, Reminder, Timer, Accelerometer, Ambient Light Sensor"
796,Crossbeats Orbit Prizm Smartwatch,"₹2,149",52,"Bluetooth 5.1, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, 10 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
797,French Connection F7-A Smartwatch,"₹1,499",,"Bluetooth 5.0, Voice Calling, Bluetooth Calling, 0.07 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, Pedometer, 7 days Battery"
798,Sekyo Secura 4G Gaming Edition Smartwatch,"₹5,039",,"Bluetooth, GPS, 3G, 4G, Voice Calling, 1.4 inches Touch Display, Water Resistant, IP67, 3 days Battery, Alarm Clock, Stopwatch, Reminder, 6 months Warranty"
799,Apple Watch Series 8 Stainless Steel 45 mm (GPS + Cellular),"₹53,959",,"Wi-Fi, Bluetooth 5.0, GPS, 3G, 4G, Voice Calling, 32 GB Inbuilt, 1.77 inches Touch Display, Water Resistant, 50 m, WR50, Scratch Resistant, Dust Proof, Heart Rate Monitor"
800,Apple Watch Series 8 41mm (GPS + Cellular),"₹34,999",,"Wi-Fi, Bluetooth 5.0, GPS, 3G, 4G, Voice Calling, 32 GB Inbuilt, 1.61 inches Touch Display, Water Resistant, 50 m, WR50, Scratch Resistant, Dust Proof, Heart Rate Monitor"
801,Fastrack Reflex Play Plus Smartwatch,"₹4,995",,"Bluetooth 5.0, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, 1 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
802,Apple Watch Series 8 Stainless Steel 41 mm (GPS + Cellular),"₹48,249",,"Wi-Fi, Bluetooth 5.0, GPS, 3G, 4G, Bluetooth Calling, 32 GB Inbuilt, 1.77 inches Touch Display, Water Resistant, 50 m, WR50, Scratch Resistant, Dust Proof, Heart Rate Monitor"
803,French Connection R3 Pro Smartwatch,"₹2,000",51,"Wi-Fi, Bluetooth 5.0, Bluetooth Calling, 128 MB RAM, 256 MB Inbuilt, 1.28 inches Touch Display, Water Resistant, 30 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
804,Garmin Venu Sq 2 Smartwatch,"₹30,990",70,"Wi-Fi, Bluetooth, GPS, Bluetooth Calling, 1.41 inches Touch Display, Water Resistant, 5 ATM, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
805,GOQii Stream Smartwatch,"₹6,499",,"Bluetooth 5.0, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, 1.5 m, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
806,Dizo Watch R Talk,"₹2,499",52,"Bluetooth 5.2, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, 1.5 m, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
807,Fitshot Flair Smartwatch,"₹1,799",53,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
808,Ambrane Fitshot Axis Smartwatch,"₹1,799",,"Bluetooth 5.0, GPS, Bluetooth Calling, 1.52 inches Touch Display, Water Resistant, 5 ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 15 days Battery"
809,boAt Storm Pro Call Smartwatch,"₹1,699",,"Bluetooth 5.0, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
810,boAt Storm Call Smartwatch,"₹1,399",50,"Bluetooth 5.0, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
811,TAGG Verve Max Buzz Smartwatch,"₹1,359",,"Bluetooth 5.0, Bluetooth Calling, 1.81 inches Touch Display, Water Resistant, 10 m, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
812,Alt OG Smartwatch,₹999,,"Bluetooth, 1.69 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
813,Minix Prime Smartwatch,"₹9,999",,"Bluetooth 5.0, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, 50 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
814,Vibez Bold Smartwatch,"₹1,759",,"Bluetooth 5.0, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
815,Noise ColorFit Caliber 2 Buzz Smartwatch,"₹1,399",,"Bluetooth 5.3, Bluetooth Calling, 1.8 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
816,Crossbeats Ignite Spectra Plus Smartwatch,"₹2,339",53,"Bluetooth 5.2, GPS, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
817,Fire Boltt Wonder Smartwatch,"₹1,129",,"Bluetooth 5.0, Bluetooth Calling, 1.8 inches Touch Display, Water Resistant, 1 m, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
818,Zebronics Zeb-FIT80CH Smartwatch,"₹1,999",,"Bluetooth 5.0, 1.69 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
819,Pebble Spark Smartwatch,"₹2,399",,"Bluetooth, Bluetooth Calling, 1.7 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 10 days Battery"
820,Dizo Watch D Sharp,"₹1,749",,"Bluetooth 5.1, 1.75 inches Touch Display, Water Resistant, 50 m, 5ATM Waterproof, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 14 days Battery"
821,Crossbeats Ignite Spectra Smartwatch,"₹2,519",53,"Bluetooth 5.2, GPS, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
822,Boult Drift Smartwatch,₹999,,"Bluetooth 5.0, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Goodix 5515-64M CPU"
823,Gizmore Gizfit Slate Smartwatch,₹949,,"Bluetooth 5.0, Bluetooth Calling, 1.57 inches Touch Display, Water Resistant, 2 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 2 days Battery"
824,Noise ColorFit Vision 2 Smartwatch,₹999,,"Bluetooth 5.1, 1.78 inches Touch Display, Water Resistant, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
825,Noise Champ 2 Smartwatch,"₹1,999",,"Bluetooth, 1.4 inches Touch Display, Water Resistant, IP68, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer, 40 g Weight, 1 year Warranty"
826,pTron Pulsefit Pro Smartwatch,"₹1,399",,"Bluetooth 5.0, 1.69 inches Touch Display, Water Resistant, 1.5 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
827,Crossbeats Orbit Styl Smartwatch,"₹2,099",,"Bluetooth 5.0, 1.4 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count, 15 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
828,Ambrane Wise Roam Smartwatch,"₹1,529",,"Bluetooth, Bluetooth Calling, 1.28 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count, 10 days Battery"
829,Minix Vega Lite Smartwatch,"₹8,999",,"This Renewed product is tested to work and look like new with minimal to no signs of wea…, 1.69 INCH DISPLAY, AI VOICE ASSISTANCE, MINI GAMES, SPLIT SCREEN"
830,Hammer Active Smartwatch,"₹1,499",,"With Call Function, Touchscreen, Fitness & Outdoor, Notifier, Health & Medical, Battery Runtime: Upto 10 days"
831,French Connection F7 Smartwatch,"₹1,499",,"Bluetooth 5.0, 1.69 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 10 days Battery"
832,IZI Smart Calling Smartwatch,"₹1,498",54,"Bluetooth 5.0, GPS, Bluetooth Calling, 1.8 inches Touch Display, Water Resistant, 1.5 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
833,Ambrane Wise Eon Smartwatch,"₹1,513",,"Bluetooth 5.0, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count"
834,boAt Watch Wave Neo Smartwatch,"₹1,099",,"Bluetooth 5.1, 1.69 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
835,Fcuk Fit Pro Smartwatch,"₹1,499",,"Bluetooth 5.0, 1.69 inches Touch Display, Water Resistant, 50 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count, 15 days Battery, 100 g Weight"
836,Crossbeats Ignite LYT Smartwatch,"₹1,029",,"Bluetooth, GPS, 1.69 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count, 15 days Battery, Stopwatch, Reminder, Timer"
837,Fitbit Sense 2 Smartwatch,"₹22,499",74,"Wi-Fi, Bluetooth 5.0, GPS, NFC, 1.58 inches Touch Display, Water Resistant, 50 m, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 6 days Battery"
838,Poco Watch,"₹3,999",,"Bluetooth 5.0, Bluetooth Calling, 1.6 inches Touch Display, Water Resistant, 50 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 14 days Battery"
839,Fire Boltt Ring 2 Smartwatch,"₹4,799",,"Bluetooth 5.0, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, 1 m, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
840,Realme TechLife Watch S100,"₹2,299",,"Bluetooth 5.1, 1.69 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 12 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
841,GOQii Smart Vital Max Smartwatch,"₹5,999",,"Bluetooth 5.0, 1.69 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
842,Dizo Watch 2 Sports,"₹2,499",,"Bluetooth 5.0, 1.69 inches Touch Display, Water Resistant, 50 m, 5ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
843,Fire Boltt Ninja Pro Max Smartwatch,"₹1,239",,"Bluetooth 5.0, 1.6 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 8 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
844,Garmin Instinct 2 Smartwatch,"₹34,990",56,"Bluetooth, GPS, 32 MB Inbuilt, 0.9 inches Touch Display, Water Resistant, 100 m, 10 ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 28 days Battery"
845,Fire Boltt Ninja Call 2 Smartwatch,"₹3,499",54,"Bluetooth 5.0, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
846,Minix Crest Smartwatch,"₹6,999",,"Bluetooth 5.0, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, 1.5 m, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Calorie Count, Step Count"
847,Minix Hawk Smartwatch,"₹4,999",,"Bluetooth, 128 MB Inbuilt, 1.69 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
848,Minix Voice Smartwatch,"₹5,999",,"Bluetooth 4.0, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, 1.5 m, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count"
